semester_code,course_code,ga,assessment_title,status,rubric_url,notes
7620,MGTS7810,GA6,Assessment 2: Individual Case Analysis,"Approved, not installed",https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/MGTS7810/MGTS7810_A2_Rubric_GA6_v2.docx,
7620,MGTS7812,GA4,A2: Closing the Gap Group Presentation,Active,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/MGTS7812/MGTS7812_A2_Rubric_GA4.docx,
7660,BSAN7209,GA3,A2 Project Initiation Document,Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/BSAN7209/BSAN7209_A2_Rubric.pdf,
7660,MKTG1501,GA2,A2 Marketing Plan Part 2: Marketing Strategy (individual report),Active,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/MKTG1501/MKTG1501_A2_Part2_Rubric_GA2_v3.docx,
7700,MKTG2501,GA5,A2 Case study research (45%),Identified,,
7660,MKTG7505,GA5,A1 New Product Concept Pitch,Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/MKTG7505/MKTG7505_A1_Rubric_GA5.docx,
7660,PSYC3052,,,N/A,,
7660,TIMS2301,GA2,A2 Case Analysis,Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/TIMS2301/TIMS2301_AoL_gradebook_rubric_note_15Sep2026.md,
7660,TIMS3309,GA2,A2 Innovation Case Study (Group Report) (40%),Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/TIMS3309/TIMS3309_Assessment%202_2026(1).pdf,
7620,TIMS7317,GA6,A2 Individual Reflection: Leadership Simulation,Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/TIMS7317/TIMS7317%20A2%20Rubric.pdf,
7660,TIMS7328,GA2,A3 Reflection on Scenario Planning,Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/TIMS7328/TIMS7328%20A3%20Rubric.pdf,
7660,TIMS7334,GA5,A2 Team Project: Sustainability Strategy Report and Presentation (50%),Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/TIMS7334/TIMS7334%20A2%20Rubric.pdf,
7620,MGTS7308,GA3,A1 Map the System Proposal (20%),Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/MGTS7308/MGTS7308%20Assessment%201_Outline%20and%20Rubric.pdf,
7620,TOUR1000,GA5,A2 Destination Pitch (40%),Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/TOUR1000/TOUR1000%202026%20S1%20Assessment%202%20Rubric%20with%20AoL%20-%20V02.pdf,
7660,TOUR1002,GA2,A3 Visitor Experience Redesign Proposal Report,Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/TOUR1002/TOUR1002%20A3%20Rubric.docx,
7620,TOUR7053,GA3,A1 Engaging with Stakeholders in Tourism in Developing Countries,Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/TOUR7053/2026_TOUR7053_A1%20Rubric.pdf,
7620,TOUR7021,GA5,A1 Service Experience Oral Pitch,Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/TOUR7021/TOUR7021%20%E2%80%93%20Service%20Experience%20Pitch%20%E2%80%93%20Marking%20Rubric.docx,
7620,TOUR7023,GA6,A2 Case Study (50%),Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/TOUR7023/A2-TOUR7023%20Rubric.pdf,
7620,TOUR7031,GA5,A2 Management Consultant Briefing,Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/TOUR7031/TOUR7031%20-%20Rubric.pdf,
7620,TOUR7032,GA2,A3 Market Research Project,Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/TOUR7032/TOUR7032%20Assessment%203-%20marking%20criteria.xlsx,
7660,TOUR7050,GA1,"A2: Special Interest Tourism Market Analysis, including the tour reflection (30%)",Active,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/TOUR7050/TOUR7050_A2_Rubric_GA1.docx,
7660,BISM7213,GA4,"Assignment 2: Question 3
Indigenous Data Sovereignty and Information Security","Approved, not installed",,
7660,EIBS7303,GA3,A1 In-Class Activities,Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/EIBS7303/A1%20-%20Rubric%20for%20In-Class%20Activities.pdf,
7660,EIBS7303,GA6,A2 Group Report,Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/EIBS7303/A2%20-%20Rubric%20for%20Group%20Report.pdf,
7660,EIBS7303,GA1,A3 Individual Reflection,Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/EIBS7303/A3%20-%20Rubric%20for%20Individual%20Reflection.pdf,
7660,BSAN7209,GA6,A3 Reflective Report (20%),Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/BSAN7209/BSAN7209_A3_Rubric.pdf,
7620,TIMS7317,GA4,A3 Community Project,Awaiting LD check,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/TIMS7317/TIMS7317%202026%20S1%20A3%20Rubric.pdf,
7660,TOUR1004,GA1,A3,Rubric in development,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/TOUR1004/TOUR1004_Assessment_3_Marking_Criteria_S2_2026.pdf,
7660,HOSP3004,GA2,A1 Written Report (40%),Active,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/HOSP3004/HOSP3004-Report%20Rubric.docx,
7660,BSAN7208,GA2,A2 Project Report (45%),Partial mapping,https://uq.sharepoint.com/teams/bs3u7kls/Shared%20Documents/Curriculum%20Uplift%20and%20New%20Course%20Development/01.%20Assurance%20of%20Learning%20(AoL)/4.%20AoL%20(Sean)/BSAN7208/BSAN7208_A2_Rubric.pdf,
7660,ACCT1111,GA1,,Identified,,
7660,ACCT2110,GA2,"A1, A3 Online In-semester Exam",Identified,,
7660,ACCT2113,GA2,,Identified,,
7660,ACCT7102,GA5,A2 Individual Case Study Assignment,Identified,,
7660,ACCT7103,GA6,A2 Case Study: Audit Planning and testing,Identified,,
7660,ACCT7104,GA2,"A1, A2, A3 Case Study",Identified,,
7660,ACCT7106,GA2,"A1, A2 Financial Statement Analysis Project - Part 1",Identified,,
7660,ACCT7107,GA1,"A1, A3 In-Semester Exam During Class",Identified,,
7660,ADVT7513,GA6,"A2, A3",Identified,,
7660,BISM2203,GA2,"A1, A3 A1: Process Modelling",Identified,,
7660,BISM3205,GA4,,Identified,,
7660,BISM3208,GA5,"A1, A3 Emerging Technology: Team presentation",Identified,,
7660,BISM7216,GA2,"A1, A3 A1: Process Modelling",Identified,,
7660,BISM7216,GA3,,TBD,,
7660,BISM7217,GA1,"A1, A2, A3 ML Mastery Quizzes",Identified,,
7660,BISM7233,GA2,"A1, A2 Data Integration Using SSIS",Identified,,
7660,BISM7255,GA4,,TBD,,
7660,BSAN3210,GA5,,Identified,,
7660,BSAN4201,GA3,,Identified,,
7660,BSAN4204,GA5,,Identified,,
7660,BSAN7211,GA1,,Identified,,
7660,BSAN7212,GA1,,Identified,,
7660,BSAN7213,GA2,,Identified,,
7660,BSAN7215,GA2,,Identified,,
7660,EIBS7302,GA1,A3 Self-written case study,Rubric in development,,
7660,EIBS7302,GA2,A3 Self-written case study,Rubric in development,,
7660,EIBS7302,GA5,A3 Self-written case study,Rubric in development,,
7660,EVNT7050,GA6,,Identified,,
7660,EVNT7051,GA5,,Identified,,
7660,FINM1415,GA3,A1 Team Project,Identified,,
7660,FINM2416,GA2,A2 Equity Valuation and Portfolio Simulation,Identified,,
7660,FINM3403,GA3,A2 Case Study - Assignment,Identified,,
7660,FINM3404,GA5,A1 In-Semester Exam,Identified,,
7660,FINM3406,GA6,A2 Group Report - Evaluation of Real Estate Project,Identified,,
7660,FINM3407,GA1,"A1, A3 In-Semester Exam (TBC - waiting for School Approval for Saturday Exam. More details will be shared)",Identified,,
7660,FINM3414,GA2,,Identified,,
7660,FINM7105,GA2,A1 A1: Report and Trading Game Simulation,Rubric in development,,
7660,FINM7105,GA3,,Identified,,
7660,FINM7403,GA3,A2 Group Presentations and Reflection,Identified,,
7660,FINM7405,GA3,A2 Trading Game,Identified,,
7660,FINM7406,GA5,A2 Individual Project,Identified,,
7660,IBUS7306,GA2,A2 Innovation in Global Business Systems using Teaming and Design Thinking,Identified,,
7660,IBUS7306,GA5,"A1, A2 Wicked Debates",Identified,,
7660,IBUS7322,GA3,A2 International Service Operations Team Oral Presentation,Identified,,
7660,MGTS2301,GA1,A1 Assessment 1: In-Semester Examination,Identified,,
7660,MGTS7303,GA1,A3 Reflection,Identified,,
7660,MGTS7303,GA3,A2 Business Simulation of Strategic Choice,Identified,,
7660,MGTS7309,GA3,A1 Case Studies,Identified,,
7660,MGTS7329,GA3,A4,Identified,,
7660,RBUS3900,GA2,,Identified,,
7660,TIMS2302,GA1,A1 A1 | multi-team debate,Identified,,
7660,TIMS2302,GA2,A3 F1 | Week 4 checkpoint,Identified,,
7660,TIMS2302,GA5,A2 A2 | Analytical thinking,Identified,,
7660,TIMS3302,GA1,A2 Analysis | Across 4 case topics,Identified,,
7660,TIMS3302,GA2,A3 Case Study | Emerging opportunities,Identified,,
7660,TIMS3302,GA5,"A1 Team Presentations | Pitch, Video, Autopsy",Identified,,
7660,TIMS3304,GA1,"A2, A4 Test the Problem: Peer Feedback",Identified,,
7660,TIMS3311,GA1,A3 Project report or business case,Identified,,
7660,TIMS3311,GA2,A3 Project report or business case,Identified,,
7660,TIMS7301,GA1,A3 Case Study | Emerging opportunities,Identified,,
7660,TIMS7301,GA2,A3 Case Study | Emerging opportunities,Identified,,
7660,TIMS7329,GA5,"A1, A2, A3 Test the Problem & Solution Review",Identified,,
7660,TOUR3008,GA2,,TBD,,
7660,TOUR7051,GA2,,Identified,,
7660,TRVT2000,GA1,,TBD,,
7660,TRVT2001,GA5,,TBD,,
7660,TRVT2002,GA2,,Identified,,
7660,TRVT2002,GA5,,TBD,,
7660,TRVT2003,GA5,,Identified,,
7660,TRVT3001,GA4,,TBD,,
7660,TRVT3002,GA3,,TBD,,
7660,TRVT3003,GA6,,Identified,,
7660,TRVT3004,GA2,,Identified,,
7660,TRVT3004,GA5,,TBD,,
